number,name,serving_size,calories,total_fat,saturated_fat,cholesterol,protein,carbohydrate,fiber,sugars,lactose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,water
7285,"MORNINGSTAR FARMS Grillers Quarter Pound Veggie Burger,  unprepared",100,219,11,1.9,0.001,22.8,8.9,2.5,0.6,0,10.5,1.9,2,4.9,55.6
4856,"SUBWAY,  meatball marinara sub on white bread (no toppings)",100,219,8.5,3.1,0.015,9.77,26.01,2.1,4.98,0,8.45,3.124,3.573,1.125,53.59
5463,"Fast foods,  meatball marinara on white bread",100,219,8.5,3.1,0.015,9.77,26.01,2.1,4.98,0,8.45,3.124,3.573,1.125,53.59
5403,"Restaurant,  arepa (unleavened cornmeal bread)",100,219,5.4,2.9,0.005,5.48,37.14,2.6,0.87,0,5.38,2.902,1.514,0.989,50.8
4405,"MORNINGSTAR FARMS Corn Dog Mini,  unprepared",100,219,4.7,0.8,0,13.2,32.6,2.6,8,0,4.7,0.8,1,2.7,47.4
3287,"LOMA LINDA Big Franks,  unprepared",100,218,12,1.6,0,21.5,5.8,3.5,0.4,0,12.1,1.6,3.1,7.4,59.1
7234,"Fast foods,  tuna on white bread with lettuce and tomato",100,218,12,2.1,0.028,12.33,15.95,0.7,1.93,0,12.04,2.059,2.663,6.479,58.17
2262,"Tortillas,  corn",100,218,2.9,0.5,0,5.7,44.64,6.3,0.88,0,2.85,0.453,0.692,1.419,45.89
7122,"Beverages,  with aspartame",100,218,0,,0,0.45,87.38,0.1,0,0,0.04,0,0,0,1.84
1622,"Fish,  kippered",100,217,12,2.8,0.082,24.58,0,0,0,0,12.37,2.791,5.112,2.919,59.7
437,Ham salad spread,100,216,16,5,0.037,8.68,10.64,0,0,0,15.53,5.049,7.171,2.689,62.6
2717,"Restaurant,  cheese tamales",100,216,12,4,0.03,8.99,17.97,2.2,1.23,0.41,11.99,3.983,3.822,2.967,59.1
74,"Ice creams,  chocolate",100,216,11,6.8,0.034,3.8,28.2,1.2,25.36,0,11,6.8,3.21,0.41,55.7
6256,"Veal,  breaded",100,216,6.3,1.6,0.113,28.41,9.84,0.2,0.57,0,6.27,1.6,2.16,1.35,53.14
1621,"Toppings,  butterscotch or caramel",100,216,0,,0,1.21,57.01,0,57,0,0,0,0,0,40.63
372,"Wheat bran,  crude",100,216,4.3,0.6,0,15.55,64.51,42.8,0.41,0,4.25,0.63,0.637,2.212,9.89
1803,"Veal,  pan-fried",100,215,12,4.4,0.077,25.83,1.51,0,0,0,11.78,4.368,5.665,0.784,59.87
4893,KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product,100,215,9.5,6.4,0.035,16.3,16.2,0.2,8.2,0,9.5,6.4,0,0,51.5
2826,"Pancakes,  ready-to-heat",100,215,4.6,0.5,0.012,3.31,40.32,1.5,4.06,0,4.55,0.48,2.376,1.241,50.24
4034,"VAN'S,  Totally Original Pancakes",100,215,4.6,0.5,0,3.31,40.32,1.5,4.06,0,4.55,0.48,2.376,1.241,50.24
6061,"SUBWAY,  cold cut sub on white bread with lettuce and tomato",100,214,10,3.6,0.027,10.52,20.43,1.2,3.18,0.08,10.04,3.554,3.716,1.927,56.51
3060,"WENDY'S,  Homestyle Chicken Fillet Sandwich",100,214,8.1,1.6,0.031,13.78,21.55,1.3,0,0,8.1,1.618,2.921,3.086,54.94
2321,"Egg rolls,  prepared",100,214,7,1.1,0,5.95,31.77,2.4,5.96,0,6.97,1.138,1.811,3.406,53.37
500,"Scrapple,  pork",100,213,14,4.7,0.049,8.06,14.06,0.3,0.2,0,13.87,4.732,6.156,1.664,62.47
712,"Dove,  cooked (includes squab)",100,213,13,3.7,0.116,23.9,0,0,0,0,13,3.739,5.462,2.733,62
2807,"WORTHINGTON Dinner Roast,  unprepared",100,213,14,2.4,0.001,16,6.9,3.1,1,0,13.5,2.4,5.4,5.6,61.7
2813,"WENDY'S,  no cheese",100,213,11,3.7,0.035,12.63,16.82,1.3,0,0,10.6,3.689,4.077,1.55,58.41
7050,"Fast foods,  cold cut on white bread with lettuce and tomato",100,213,10,3.6,0.027,10.52,20.43,1.2,3.18,0.08,10.04,3.554,3.716,1.927,56.51
5205,"MORNINGSTAR FARMS Grillers Original,  unprepared",100,213,9.3,1.7,0.003,23.9,8.5,4.4,1.2,0,9.3,1.7,2.6,5,55.6
2600,"French toast,  ready-to-heat",100,213,6.1,1.5,0.082,7.4,32.1,1.1,0,0,6.1,1.533,2.04,1.227,52.6
1027,"Fast foods,  scrambled",100,212,16,6.2,0.426,13.84,2.08,0,1.64,0,16.18,6.153,5.889,1.969,66.7
5192,"USDA Commodity,  heated",100,212,12,1.6,0.026,12.69,13.96,0,0,0,11.72,1.57,4.625,3.028,60.38
5237,"Jams,  sweetened with fruit juice",100,212,0,,0,0,52.93,0.9,42,0,0,0,0,0,46.84
1895,"Bologna,  lite",100,211,16,5.5,0.079,13.06,3.45,0,0,0,16.06,5.46,7.548,3.051,64.87
3533,"Chicken,  barbecue flavored",100,211,13,3.3,0.126,19.67,3.34,0.6,2.04,0,12.67,3.321,5.766,2.359,61.79
3864,"OLIVE GARDEN,  chicken parmigiana without pasta",100,211,11,2.1,0.04,15.33,12.28,0.9,2.68,0.51,11.23,2.113,5.803,2.02,58.62
7151,"Veal,  not breaded",100,211,8.4,3.2,0.105,31.75,0,0,0,0,8.35,3.16,3.23,0.58,58.34
3186,"WORTHINGTON Stakelets,  unprepared",100,211,10,1.8,0.001,19.7,9.6,2.8,1.2,0,10.4,1.8,3.5,5.1,57.5
673,Natto,100,211,11,1.6,0,19.4,12.68,5.4,4.89,0,11,1.591,2.43,6.21,55.02
5576,"MORNINGSTAR FARMS Breakfast Sausage Patties,  unprepared",100,210,7.9,1.1,0.002,25.8,8.8,4.1,1.7,0,7.9,1.1,1.9,4.9,54.4
7269,"SUPPER BAKES MEAL KITS,  Lemon Chicken with herb rice (chicken not included)",100,210,1.1,0.5,0.005,4.26,45.74,2.1,3.19,0,1.06,0.532,0,0,46
474,"Bologna,  turkey",100,209,16,4.4,0.075,11.42,4.68,0.5,2.9,0,16.05,4.355,6.836,3.854,64.55
5075,"Fish,  (Alaska Native)",100,209,13,2.4,0.067,23.19,0,0,0,0,12.95,2.44,5.86,2.09,61.52
2154,"LOMA LINDA Linketts,  unprepared",100,209,12,1.6,0,21.3,4.4,3,0.3,0,11.8,1.6,2.9,7,61.2
4864,"Sweet Potatoes,  unprepared",100,209,11,0.9,0,1.7,25.52,3.4,6.46,0,11.1,0.93,0,0,60.59
2157,"WORTHINGTON FriPats,  unprepared",100,209,9.1,1.4,0.002,23.7,8,2.8,1.4,0,9.1,1.4,2.2,5.2,56.8
1243,"TACO BELL,  Bean Burrito",100,209,6.1,2.3,0.005,7.35,31.23,4.2,1.73,0,6.05,2.309,1.258,2.229,53.17
1826,"Sour cream,  cultured",100,208,20,18,0,2.4,6.63,0,6.63,0,19.52,17.791,0.588,0.056,71.15
3835,"MORNINGSTAR FARMS Corn Dog,  unprepared",100,208,3.5,0.6,0,11.2,36,3.8,11,0,3.5,0.6,0.8,1.9,47.4
4359,KELLOGG'S EGGO Lowfat Blueberry Nutri-Grain Waffles,100,208,2.8,0.4,0,5.95,42.71,3.5,8.89,0,2.83,0.41,1.15,0.8,46.06
261,"Ice creams,  vanilla",100,207,11,6.8,0.044,3.5,23.6,0.7,21.22,0,11,6.79,2.969,0.452,61
1695,"Seeds,  roasted",100,207,2.7,0.7,0,6.2,40.1,6,0,0,2.7,0.729,0.344,1.438,49.7
2021,"Bread,  white",100,207,2.5,0.5,0,8.7,44.3,9.7,4.76,0,2.5,0.549,1.077,0.559,42.9
6114,"Cereals ready-to-eat,  FIBER ONE Bran Cereal",100,207,2.3,0.4,0,6.59,84.3,46.2,1,0,2.29,0.4,0.5,1.29,3.22
6594,"CARRABBA'S ITALIAN GRILL,  chicken parmesan without cavatappi pasta",100,206,11,3.5,0.067,19,7.8,0.9,2.89,0.18,10.95,3.517,4.664,1.437,59.88
7167,"Fast foods,  large patty; with condiments and vegetables",100,206,10,3.9,0.034,11.59,16.81,1.4,4,0.26,10.36,3.893,3.518,0.298,59.55
4292,"Fast foods,  soft",100,206,9.8,4.2,0.025,9.25,20.23,2.9,1.57,0,9.75,4.155,3.243,1.578,58.78
5840,"Fish,  smoked (Alaska Native)",100,206,7.3,1.5,0.093,35.19,0,0,0,0,7.26,1.48,2.29,2.21,56.49
1862,"Fast foods,  with beans",100,206,6.2,3.2,0.002,6.48,32.92,0,0,0,6.22,3.174,2.184,0.551,52.53
2598,"Papaya,  drained",100,206,0.6,0.3,0,0.14,55.83,1.5,52.2,0,0.55,0.268,0.076,0.096,43.33
6752,"SUBWAY,  lettuce and tomato",100,205,6.4,1.9,0.013,10.06,26.66,1.6,3.61,0,6.41,1.917,2.356,1.617,55.03
7353,"Fast foods,  and tomato on white bread",100,205,6.4,1.9,0.013,10.06,26.66,1.6,3.61,0,6.41,1.917,2.356,1.617,55.03
8750,"MORNINGSTAR FARMS Breakfast Sandwich Veggie Sausage Egg & Cheese English Muffin,  unprepared",100,205,9.4,3.1,0.067,14.3,18.7,3.8,1.1,0,9.4,3.1,2.6,2.9,54.8
3117,"Fast foods,  with beans and cheese",100,205,6.1,2.3,0.005,7.35,31.23,4.2,1.73,0,6.05,2.309,1.258,2.229,53.17
1333,"Bologna,  low fat",100,204,15,5.5,0.044,11.8,5.2,0,0,0,14.8,5.464,6.455,0.51,65
3343,"Chicken pot pie,  prepared",100,204,12,4.4,0.015,5.11,19.21,1.1,2.26,0.15,11.85,4.365,3.613,3.302,62.58
2637,"Potatoes,  prepared",100,204,13,3.3,0,2.22,21.86,1.7,0,0,13.21,3.313,5.824,3.474,61.96
4425,"Restaurant,  chicken parmesan without pasta",100,204,11,2.6,0.054,16.17,10.92,0.9,2.79,0.35,10.64,2.55,4.87,1.951,59.88
8538,"Turkey sausage,  cooked (include BUTTERBALL breakfast links turkey sausage)",100,204,10,2.9,0.058,17,10.92,0.3,0,0,10.3,2.871,3.876,2.541,59.59
1439,"Pie,  prepared from recipe",100,204,9.3,3.2,0.042,4.5,26.4,0,0,0,9.3,3.171,3.697,1.81,58.5
5333,"McDONALD'S,  Premium Grilled Chicken Ranch BLT Sandwich",100,204,5.4,1.5,0.038,16.7,21.91,1.4,5.2,0.11,5.41,1.463,1.865,1.678,53.61
60,"Ground turkey,  cooked",100,203,10,2.7,0.093,27.37,0,0,0,0,10.4,2.669,3.458,2.917,62.07
7438,"Beef composite,  cooked",100,203,9.2,3.5,0.082,28.73,0,0,0,0,9.16,3.536,4.059,0.455,61.51
2429,"CRACKER BARREL,  grilled sirloin steak",100,203,8.5,3,0.087,31.52,0,0,0,0,8.52,3.045,3.405,0.742,59.4
774,"English muffins,  whole-wheat",100,203,2.1,0.3,0,8.8,40.4,6.7,8.09,0,2.1,0.334,0.513,0.835,45.7
1744,"Salad dressing,  lite",100,202,12,1.3,0.016,1.25,21.33,1.1,3.77,1.04,12.42,1.25,2.794,4.213,62.04
1863,"APPLEBEE'S,  hand battered",100,202,9.1,1.6,0.034,13.23,16.65,0.9,0.51,0,9.14,1.613,2.014,4.559,58.82
24,"Cheese,  low fat",100,201,15,9.1,0.054,7.85,8.13,0,5.82,5.82,15.28,9.098,3.996,0.658,66.72
957,"Pate,  canned",100,201,13,4,0.391,13.45,6.55,0,0,0,13.1,4,5.28,2.46,65.64
3836,"Duck,  roasted",100,201,11,4,0.089,23.48,0,0,0,0,11.2,3.951,3.858,1.487,64.22
4767,"Ice creams,  All Natural Light French Chocolate",100,201,7.3,4.3,0.041,5.3,29.68,1,24.04,0,7.28,4.28,0,0,56.58
2754,"Cranberry juice cocktail,  frozen concentrate",100,201,0,,0,0.05,51.45,0.2,42.5,0,0,0,0,0,48.4
697,Poultry salad sandwich spread,100,200,14,3.5,0.03,11.64,7.41,0,0,0,13.52,3.45,3.25,6.22,66.17
3120,"WORTHINGTON Chic-Ketts,  unprepared",100,200,9.7,1.5,0,23.6,5.1,1.2,0.1,0,9.7,1.5,2.3,5.7,59.1
5925,"MORNINGSTAR FARMS Mediterranean Chickpea,  unprepared",100,200,6.5,0.9,0.001,15.5,19.8,10.1,1.1,0,6.5,0.9,2,3.3,56.4
6212,"Pasta,  DE BOLES",100,200,1.7,,0,4.21,40.75,1.9,0,0,1.7,0,0,0,52.8
4527,"Ice cream sandwich,  no sugar added",100,200,2.9,0.8,0.021,5.71,42.86,7.1,6.58,0,2.86,0.821,0.942,0.805,48.13
6762,"Cereals ready-to-eat,  KRETSCHMER Toasted Wheat Bran",100,200,5.2,0.8,0,17.56,59.51,41.3,0,0,5.16,0.77,0.8,2.72,11.72
4229,"Mollusks,  breaded and fried",100,199,13,3.2,0.071,8.77,11.62,0,0,0,12.58,3.197,4.702,3.313,64.72
81,"Cream,  cultured",100,198,19,10,0.059,2.44,4.63,0,3.41,3.41,19.35,10.14,4.594,0.8,73.07
4989,"Veal,  grilled",100,198,9.5,3.4,0.079,28.04,0.16,0,0,0,9.48,3.378,4.246,0.465,61.41
7408,"SUPPER BAKES MEAL KITS,  Cheesy Chicken with pasta (chicken not included)",100,198,4.7,1.2,0.006,7.06,31.76,1.2,4.71,0,4.71,1.176,0,0,51.3
477,"Wheat,  sprouted",100,198,1.3,0.2,0,7.49,42.53,1.1,0,0,1.27,0.206,0.151,0.557,47.75
678,Miso,100,198,6,1,0,12.79,25.37,5.4,6.2,0,6.01,1.025,1.118,2.884,43.02
4836,"Gelatin desserts,  with aspartame",100,198,0,,0,15.67,80.21,0.1,0,0,0,0,0,0,1.93
1447,"Cheese sauce,  prepared from recipe",100,197,15,8,0.038,10.33,5.48,0.1,0.19,0.07,14.92,8.034,4.735,1.397,66.86
5465,"Beef,  fast roasted",100,197,9.7,3.6,0.069,27.23,0.09,0,0,0,9.74,3.585,2.975,0.236,61.82
189,"DENNY'S,  hash browns",100,197,9,1.7,0,2.49,26.59,2.7,1.38,0,8.99,1.689,2.035,5.029,59.85
2438,"Restaurant,  hash browns",100,197,9,1.7,0,2.49,26.59,2.7,1.38,0,8.99,1.689,2.035,5.029,59.85
6000,"MORNINGSTAR FARMS Garden Veggie Nuggets,  unprepared",100,197,12,1.1,0.001,9.6,16.9,6.9,3.5,0,12.2,1.1,7.9,2.6,58.7
225,"Meatballs,  meatless",100,197,9,1.4,0,21,8,4.6,1.25,0,9,1.425,2.188,4.666,58
1934,Vegetarian meatloaf or patties,100,197,9,1.4,0,21,8,4.6,1.2,0,9,1.425,2.188,4.666,58
6058,"MORNINGSTAR FARMS Chik Patties Original,  unprepared",100,197,9.1,1.3,0,11.2,20.5,3.7,2,0,9.1,1.3,2.1,5.1,55.5
2079,"Egg rolls,  heated",100,197,4.5,1,0.014,10.44,28.54,2.4,5.57,0,4.51,0.964,1.329,1.813,54.18
4477,"MORNINGSTAR FARMS Chik Patties,  unprepared",100,197,7,0.8,0,11.8,22.9,3,2,0,7,0.8,1.4,4.7,54
6335,"SUPPER BAKES MEAL KITS,  Herb Chicken with rice (chicken not included)",100,197,1.1,0.5,0.005,4.26,42.55,1.1,2.13,0,1.06,0.532,0,0,48.8
1347,"KASHI,  Original Waffle",100,197,7.4,0.7,0,6,35.4,9.3,4.2,0,7.4,0.7,3.5,2.4,47.7
1085,"Egg,  fried",100,196,15,4.3,0.401,13.61,0.83,0,0.4,0,14.84,4.323,6.182,3.251,69.47
2293,"McDONALD'S,  NEWMAN'S OWN Cobb Dressing",100,196,14,2.8,0.013,1.69,15.49,0.3,7.79,0,14.45,2.77,3.67,7.91,66.41
798,"USDA Commodity,  canned",100,196,13,4.2,0.075,19.4,0.59,0,0,0,12.95,4.225,5.935,1.79,65.82
6479,"Luncheon meat,  includes SPAM Lite",100,196,14,4.5,0.075,15.23,1.35,0,1.26,0,13.9,4.514,7.02,1.47,65.72
2028,"Turkey sausage,  cooked",100,196,10,2.3,0.092,23.89,0,0,0,0,10.44,2.266,2.99,2.706,65.06
2884,"WORTHINGTON Wham (roll),  unprepared",100,196,11,1.6,0,17.8,5.7,0,3.2,0,11.3,1.6,2.5,5.8,62.1
3849,"T.G.I. FRIDAY'S,  classic sirloin steak (10 oz)",100,196,7.8,2.5,0.095,31.02,0.47,0,0.46,0,7.83,2.451,2.636,0.676,59.24
6098,"Ice creams,  All Natural Light Mint Chocolate Chip",100,196,7.1,4.5,0.015,4.69,28.39,0.6,25.38,0,7.09,4.48,0,0,59.11
931,"Fast foods,  caramel",100,196,6,2.9,0.016,4.71,31.81,0,0,0,5.98,2.91,1.957,0.653,56.5
2605,"Lemonade,  white",100,196,0.7,,0,0.22,49.89,0.3,44.46,0,0.7,0.025,0.008,0.059,49.06
3001,"Rolls,  reduced-calorie",100,196,2,0.3,0,8.3,42.1,6.2,4.76,0,2,0.325,0.524,0.763,46
2179,"Restaurant,  sirloin steak",100,195,8.5,3.1,0.087,29.8,0,0,0.55,0,8.48,3.143,3.654,0.673,60.18
514,"Tempeh,  cooked",100,195,11,3.4,0,19.91,7.62,0,0,0,11.38,3.4,3.745,2.638,59.56
3110,"Dumpling,  frozen",100,195,6.1,1.3,0.004,5.26,29.64,0.9,1.75,0,6.14,1.316,1.243,3.236,57.25
917,"ON THE BORDER,  Mexican rice",100,195,4.9,0.9,0,3.56,34.15,1.1,1.38,0,4.86,0.886,1.155,2.298,55.2
5355,"MORNINGSTAR FARMS Breakfast Pattie,  unprepared",100,195,8.3,1,0,23.7,12.6,7.6,2.2,0,8.3,1,3.7,1.5,54.1
1008,"Bread,  kneel down (Navajo)",100,195,2.2,0.4,0,4.29,39.47,0,3.74,0,2.21,0.353,0.603,0.847,52.96
939,"Bread,  canned",100,195,1.5,0.3,0.001,5.2,43.3,4.7,2.42,0,1.5,0.282,0.207,0.564,47.2
5537,"Dessert topping,  1.5 ounce prepared with 1/2 cup milk",100,194,13,11,0.01,3.61,17.13,0,17.13,3.75,12.72,10.684,0.843,0.201,65.74
1437,"CRACKER BARREL,  macaroni n' cheese",100,194,12,4.2,0.018,6.49,15.61,1.1,2.83,2.7,11.75,4.178,2.813,3.941,64.53
2840,"Pancakes,  prepared",100,194,2.5,0.5,0.012,5.2,36.7,1.3,0,0,2.5,0.507,0.881,0.82,53
4994,"Lamb,  braised",100,192,11,4.4,0.071,22.6,0,0,0,0,11.34,4.378,2.769,0.489,66.59
4967,"CRACKER BARREL,  from kid's menu",100,192,12,4.2,0.016,6.46,15.58,0.7,2.83,2.7,11.51,4.197,2.824,3.925,64.8
670,Tempeh,100,192,11,2.5,0,20.29,7.64,0,0,0,10.8,2.539,3.205,4.3,59.65
1564,"Potato puffs,  oven-heated",100,192,9.1,1.7,0,2.13,27.29,2,0.27,0,9.05,1.657,4.544,2.354,59.65
6359,"MORNINGSTAR FARMS Roasted Garlic & Quinoa Burger,  unprepared",100,192,12,1.2,0.001,10.7,17.8,10.1,2.1,0,12.1,1.2,7.5,2.9,58.1
1503,"Lemonade,  pink",100,192,0.7,,0,0.22,48.86,0.3,46.46,0,0.69,0.026,0.008,0.059,50.09
1297,"KASHI,  Blueberry Waffle",100,192,7.1,0.7,0,5.7,34.6,9,4.6,0,7.1,0.7,3.4,2.3,49.5
4703,"Cream,  light (coffee cream or table cream)",100,191,19,10,0.059,2.96,2.82,0,3.67,3.67,19.1,10.176,4.525,0.789,74.51
1566,"CARRABBA'S ITALIAN GRILL,  lasagne",100,191,11,4.4,0.031,10.48,12.36,1.3,2.77,0,11.06,4.366,3.577,0.716,63.72
3377,"Fast foods,  with beans and beef",100,191,7.5,2.9,0.026,11.52,19.52,3,2.19,0,7.47,2.905,3.257,0.577,60
6130,"Game meat,  braised",100,191,4,2.2,0.113,36.28,0,0,0,0,3.95,2.239,0.895,0.262,59.78
7958,"Macaroni and cheese,  prepared with 2% milk and 80% stick margarine from dry mix",100,190,8.3,1.8,0.003,4.89,23.93,1.2,4.27,3.02,8.28,1.816,3.687,1.88,61.6
759,"McDONALD'S,  Hot Mustard Sauce",100,190,7.3,1,0,2.6,29.08,5,21.76,0,7.31,0.987,1.724,3.406,58.65
8089,"SUPPER BAKES MEAL KITS,  Traditional Roast Chicken with stuffing (chicken not included)",100,190,3.6,1.2,0.006,5.94,34.44,2.4,3.56,0,3.56,1.188,0,0,53.5
1090,"Luncheon slices,  meatless",100,189,11,1.3,0,17.78,4.44,1.1,2.22,0,11.11,1.338,2.055,4.383,65.01
3867,"Chicken,  pan-browned",100,189,11,3.1,0.107,23.28,0,0,0,0,10.92,3.11,4.879,2.08,64.92
5448,"USDA Commodity,  unheated",100,189,10,1.5,0.027,11.97,11.85,0,0,0,10.43,1.497,4.33,2.863,64.57
2745,"Turkey,  simmered",100,189,8.2,2.3,0.648,27,0,0,0,0,8.18,2.304,1.038,2.167,63.99
2503,"APPLEBEE'S,  9 oz house sirloin steak",100,189,9.1,3.5,0.079,26.85,0,0,0,0,9.08,3.477,4.35,0.532,61.88
3737,"Mollusks,  fried",100,189,6.8,1.6,0.094,19.63,11.05,0,0,0,6.78,1.646,2.741,1.676,60.1
6753,"MORNINGSTAR FARMS Spicy Indian Veggie Burger,  unprepared",100,189,12,1.5,0,9.2,17,7.8,2.2,0,11.6,1.5,7.1,2.4,58.6
4174,"TACO BELL,  cheese and lettuce",100,189,6.4,2.6,0.029,13.3,19.69,1.2,1.3,0,6.35,2.559,1.621,1.607,58.42
6811,"SUPPER BAKES MEAL KITS,  Southwestern-Style Chicken w/rice (chicken not included)",100,189,1.2,0.6,0.006,4.94,39.51,2.5,4.94,0,1.23,0.617,0,0,53.2
1918,"McDONALD'S,  Hot Caramel Sundae",100,188,4.9,2.5,0.016,3.58,33.36,0,23.54,5.46,4.89,2.468,1.21,0.232,57.27
1315,"Bread,  sprouted",100,188,0,,0,13.16,33.88,5.3,2.63,0,0,0,0,0,50.88
849,"PACE,  Dry Taco Seasoning Mix",100,188,0,,0,0,56.29,18.8,18.76,0,0,0,0,0,5.7
423,"Fish,  tuna salad",100,187,9.3,1.5,0.013,16.04,9.41,0,0,0,9.26,1.544,2.887,4.122,63.16
775,"Ice creams,  light",100,187,7.2,4.4,0.028,5,25.7,0.8,24.71,0,7.19,4.38,2.055,0.241,61.43
4476,"Alcoholic beverage,  prepared-from-recipe",100,186,0.1,,0,0.06,6.94,0.1,5.58,0,0.06,0.006,0.006,0.016,69.74
763,"Sauce,  thick",100,186,14,3.4,0.006,3.99,11.61,0.3,3.98,0,13.83,3.416,5.851,3.914,69.1
1664,"Restaurant,  corn",100,186,7.2,2.6,0.017,3.48,26.68,3.2,7.42,0,7.21,2.629,2.437,1.548,61.32
794,"McDONALD'S,  Hot Fudge Sundae",100,186,5.9,3.6,0.013,4.14,30.05,0.4,26.89,5.86,5.91,3.592,1.045,0.22,58.81
1580,"Bread,  somiviki (Hopi)",100,186,1.5,0.3,0,3.1,39.84,3.6,12.94,0,1.53,0.289,0.347,0.779,55.01
5304,"Ice cream sandwich,  vanilla",100,186,3,0.8,0.007,4.29,39.64,0,17.86,0,3.04,0.821,0.942,0.805,52.63
1114,"Chicken,  no broth",100,185,8.1,2.3,0.05,25.3,0.9,0,0,0,8.1,2.25,3.279,1.978,64.9
2290,"Restaurant,  lasagna with meat",100,185,11,4.9,0.036,10.83,11.36,1.5,3.15,0.61,10.69,4.941,3.313,0.788,64.87
7286,"MORNINGSTAR FARMS Hot and Spicy Veggie Sausage Patties,  unprepared",100,185,7.4,0.9,0.001,21.8,8.5,2.3,0.2,0,7.4,0.9,1.7,4.1,59.8
5430,"Frozen novelties,  prepackaged",100,185,6,3.1,0.013,4.3,29.4,0.3,20.74,0,6,3.09,1.872,0.663,59.3
1529,"Restaurant,  spanish rice",100,185,5.3,1,0,3.28,31.16,1.2,1.3,0,5.29,1.005,1.511,2.317,58.54
132,Yeast extract spread,100,185,0.9,,0,23.88,20.42,6.5,1.6,0,0.9,0,0,0,40.9
2802,"Fish,  moist heat",100,184,7.5,1.6,0.057,27.36,0,0,0,0,7.5,1.595,2.702,2.521,65.39
1924,"OLIVE GARDEN,  lasagna classico",100,184,11,5.3,0.04,11.28,10.33,1.6,3.53,1.22,10.84,5.347,3.203,0.789,65.29
347,"DENNY'S,  coleslaw",100,183,15,2.3,0.023,0.97,10.88,1.3,8.16,0,15.03,2.344,3.197,8.432,71.77
2462,"TACO BELL,  BURRITO SUPREME with steak",100,183,7.3,2.7,0.021,9.13,20.32,2.4,0,0.15,7.27,2.674,2.822,0.77,61.21
2498,"TACO BELL,  BURRITO SUPREME with beef",100,183,6.8,2.7,0.012,7.03,23.37,3.7,2.1,0.33,6.8,2.733,1.803,1.575,60.9
7624,"Fast foods,  lettuce and tomato",100,183,5.3,2,0.024,12.29,21.49,1.2,3.41,0,5.34,2.032,1.736,0.844,58.88
4319,"McDONALD'S,  Premium Grilled Chicken Classic Sandwich",100,183,4.3,0.9,0.034,14.16,22.28,1.4,5.01,0,4.29,0.865,1.157,2.074,57.3
5024,"Sausage,   lower sodium",100,183,4.5,0.9,0.036,21.43,14.25,0,0.81,0,4.46,0.893,1.797,1.526,56.01
1166,"Honey roll sausage,  beef",100,182,11,4.1,0.05,18.58,2.18,0,0,0,10.5,4.08,4.82,0.49,64.78
1003,"DENNY'S,  top sirloin steak",100,182,7.3,2.6,0.082,28.9,0.14,0,0,0,7.34,2.595,2.84,0.672,61.82
5458,"Light Ice Cream,  blended with milk chocolate candies",100,182,6.5,3.6,0.016,4.02,26.82,0.2,24.37,6.23,6.46,3.633,1.67,0.282,61.74
7268,"Fast Foods,  tomato and spread",100,182,4.6,0.9,0.04,17.34,16.78,0.9,3.08,0,4.57,0.949,1.339,1.839,60.44
5776,"Restaurant,  Arroz con grandules (rice and pigeonpeas)",100,182,5,0.8,0,3.5,30.75,1.4,0,0,4.98,0.763,1.005,2.32,58.87
7338,"Sweet Potatoes,  salt added in processing",100,182,8.9,1.2,0,2.16,35.58,5.7,12.9,0,8.92,1.157,3.703,2.863,51.97
1292,"Sour cream,  reduced fat",100,181,14,8.7,0.035,7,7,0,0.3,0,14.1,8.7,4.1,0.5,71
8123,"SUPPER BAKES MEAL KITS,  Savory Pork Chops with herb stuffing (pork chop not included)",100,181,1.2,0.6,0.006,5.91,36.64,2.4,4.73,0,1.18,0.591,0,0,52.3
1153,"Ham,  not canned",100,180,10,3.4,0.059,16.5,4.2,0,0,0,10.3,3.422,4.897,1.26,65.3
4021,"OSCAR MAYER,  Ham (chopped with natural juice)",100,180,11,4.1,0.059,16.3,3.65,0,2.2,0,11.15,4.056,5.829,1.275,65.25
7512,"Lamb,  roasted",100,180,6.7,2.4,0.087,28.17,0,0,0,0,6.67,2.38,2.92,0.44,64.92
4712,"Ice creams,  Butter Pecan",100,180,10,4.2,0.018,3.99,21.3,0.9,5.9,0,10.3,4.18,0,0,63.52
4644,"Fast foods,  and beef",100,180,6.8,2.7,0.012,7.03,23.37,3.7,2.1,0.33,6.8,2.733,1.803,1.575,60.9
735,"Fast foods,  hot fudge",100,180,5.5,3.2,0.013,3.57,30.17,0,0,0,5.46,3.179,1.475,0.511,59.7
1768,"Bison,  cooked",100,179,8.6,3.5,0.071,25.45,0,0,0,0,8.62,3.489,3.293,0.402,65.09
2790,"Bread stuffing,  prepared",100,179,8.8,1.8,0,2.9,21.9,2.9,0,0,8.8,1.755,3.856,2.706,64.9
2199,"TACO BELL,  BURRITO SUPREME with chicken",100,179,6.4,2.4,0.021,9.84,20.51,2.4,0,0.15,6.42,2.352,2.56,0.795,61
3335,"WENDY'S,  Ultimate Chicken Grill Sandwich",100,179,5,1,0.04,14.73,18.88,1.1,0,0,5,1.03,1.46,1.81,59.67
6018,"Pineapple juice,  undiluted",100,179,0.1,,0,1.3,44.3,0.7,43.6,0,0.1,0.007,0.012,0.035,53.1
